action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,363066,[],CHEMBL767340,Concentration required for inhibition of human cytomegalo virus (HCMV) protease activity.,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N1C(=O)[C@@H](C)[C@@H]2[C@@H]1CCN2C(=O)[C@@H]1CCCN1S(=O)(=O)c1cccc2c(N(C)C)cccc12,,,CHEMBL1135388,J Med Chem,2002,"{'bei': '12.23', 'le': '0.24', 'lle': '4.22', 'sei': '6.38'}",CHEMBL301610,,CHEMBL301610,6.27,0,http://www.openphacts.org/units/Nanomolar,86334,=,1,1,=,,IC50,nM,,540.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,0.54
,,366177,[],CHEMBL767340,Concentration required for inhibition of human cytomegalo virus (HCMV) protease activity.,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N1C(=O)[C@H](C)[C@H]2[C@H]1CCN2C(=O)[C@@H]1CCCN1S(=O)(=O)c1ccc(C)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1135388,J Med Chem,2002,,CHEMBL301090,,CHEMBL301090,,0,http://www.openphacts.org/units/Nanomolar,86320,=,1,1,=,,IC50,nM,,159000.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,159.0
,,366178,[],CHEMBL767340,Concentration required for inhibition of human cytomegalo virus (HCMV) protease activity.,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H]1C(=O)N(CC(O)COc2ccccc2)[C@H]2CCN(C(=O)OCc3ccccc3)C12,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1135388,J Med Chem,2002,,CHEMBL300679,,CHEMBL300679,,0,http://www.openphacts.org/units/Nanomolar,86317,>,1,1,>,,IC50,nM,,500000.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,500.0
,,367587,[],CHEMBL767340,Concentration required for inhibition of human cytomegalo virus (HCMV) protease activity.,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H]1C(=O)N(C(=O)C2C(C)(C)C2(C)C)[C@H]2CCN(C(=O)OCc3ccccc3)C12,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1135388,J Med Chem,2002,,CHEMBL51210,,CHEMBL51210,,0,http://www.openphacts.org/units/Nanomolar,86300,>,1,1,>,,IC50,nM,,500000.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,500.0
,,368951,[],CHEMBL767340,Concentration required for inhibition of human cytomegalo virus (HCMV) protease activity.,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(S(=O)(=O)N2CCCC2C(=O)N2CC[C@H]3C2[C@H](C)C(=O)N3C=O)cc1,,,CHEMBL1135388,J Med Chem,2002,"{'bei': '11.57', 'le': '0.23', 'lle': '4.10', 'sei': '5.11'}",CHEMBL417540,,CHEMBL417540,4.85,0,http://www.openphacts.org/units/Nanomolar,86321,=,1,1,=,,IC50,nM,,14000.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,14.0
,,368952,[],CHEMBL767340,Concentration required for inhibition of human cytomegalo virus (HCMV) protease activity.,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H]1C(=O)N(C(=O)C2CC2)[C@@H]2CCN(C(=O)C3CCCCN3S(=O)(=O)c3cccc4c(N(C)C)cccc34)[C@H]21,,,CHEMBL1135388,J Med Chem,2002,"{'bei': '8.84', 'le': '0.17', 'lle': '2.06', 'sei': '4.97'}",CHEMBL50970,,CHEMBL50970,4.89,0,http://www.openphacts.org/units/Nanomolar,86329,=,1,1,=,,IC50,nM,,13000.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,13.0
,,368953,[],CHEMBL767340,Concentration required for inhibition of human cytomegalo virus (HCMV) protease activity.,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H]1C(=O)N(C(=O)C2CC2)[C@H]2CCN(C(=O)OCc3ccccc3)C12,,,CHEMBL1135388,J Med Chem,2002,"{'bei': '14.74', 'le': '0.28', 'lle': '2.87', 'sei': '7.54'}",CHEMBL50516,,CHEMBL50516,5.05,0,http://www.openphacts.org/units/Nanomolar,86304,=,1,1,=,,IC50,nM,,9000.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,9.0
,,370370,[],CHEMBL767341,Inhibition of Human cytomegalo virus(HCMV) protease activity measured by HPLC assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N1C(=O)[C@@H](C)C2[C@@H]1CCN2C(=O)Cc1c(C)[nH]c2ccc(F)cc12,,,CHEMBL1135388,J Med Chem,2002,"{'bei': '14.06', 'le': '0.26', 'lle': '3.07', 'sei': '7.11'}",CHEMBL51470,,CHEMBL51470,5.22,0,http://www.openphacts.org/units/Nanomolar,86322,=,1,1,=,,IC50,nM,,6000.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,6.0
,,371758,[],CHEMBL767340,Concentration required for inhibition of human cytomegalo virus (HCMV) protease activity.,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(C(=O)N2C(=O)[C@@H](C)C3[C@@H]2CCN3C(=O)OCc2ccccc2)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1135388,J Med Chem,2002,,CHEMBL50738,,CHEMBL50738,,0,http://www.openphacts.org/units/Nanomolar,86299,>,1,1,>,,IC50,nM,,500000.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,500.0
,,373215,[],CHEMBL767341,Inhibition of Human cytomegalo virus(HCMV) protease activity measured by HPLC assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)OCC(=O)N1C(=O)C(C)C2C1CCN2C(=O)OCc1ccccc1,,,CHEMBL1135388,J Med Chem,2002,"{'bei': '13.05', 'le': '0.25', 'lle': '3.56', 'sei': '5.24'}",CHEMBL50745,,CHEMBL50745,4.89,0,http://www.openphacts.org/units/Nanomolar,86336,=,1,1,=,,IC50,nM,,13000.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,13.0
,,374650,[],CHEMBL767340,Concentration required for inhibition of human cytomegalo virus (HCMV) protease activity.,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N1C(=O)[C@@H](C)C2[C@@H]1CCN2CC(=O)Cc1ccccc1,,,CHEMBL1135388,J Med Chem,2002,"{'bei': '13.05', 'le': '0.24', 'lle': '2.83', 'sei': '7.11'}",CHEMBL298960,,CHEMBL298960,4.10,0,http://www.openphacts.org/units/Nanomolar,86316,=,1,1,=,,IC50,nM,,79000.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,79.0
,,376024,[],CHEMBL767340,Concentration required for inhibition of human cytomegalo virus (HCMV) protease activity.,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N1C(=O)[C@H](C)[C@H]2[C@H]1CCN2C(=O)[C@@H]1CCCN1C(=O)c1ccccc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1135388,J Med Chem,2002,,CHEMBL50778,,CHEMBL50778,,0,http://www.openphacts.org/units/Nanomolar,86318,>,1,1,>,,IC50,nM,,500000.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,500.0
,,377368,[],CHEMBL767340,Concentration required for inhibition of human cytomegalo virus (HCMV) protease activity.,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N1C(=O)[C@H](C)[C@H]2[C@H]1CCN2C(=O)[C@@H]1CCCN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,,,CHEMBL1135388,J Med Chem,2002,"{'bei': '10.68', 'le': '0.21', 'lle': '4.22', 'sei': '3.59'}",CHEMBL50088,,CHEMBL50088,4.96,0,http://www.openphacts.org/units/Nanomolar,86306,=,1,1,=,,IC50,nM,,11000.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,11.0
,,377369,[],CHEMBL767340,Concentration required for inhibition of human cytomegalo virus (HCMV) protease activity.,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H]1C(=O)N(C=O)[C@H]2CCN(C(=O)OCc3ccccc3)C12,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1135388,J Med Chem,2002,,CHEMBL51006,,CHEMBL51006,,0,http://www.openphacts.org/units/Nanomolar,86298,=,1,1,=,,IC50,nM,,398000.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,398.0
,,378779,[],CHEMBL767340,Concentration required for inhibition of human cytomegalo virus (HCMV) protease activity.,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H]1C(=O)N(C(=O)C2[C@@H](C)[C@@H]2C)[C@H]2CCN(C(=O)OCc3ccccc3)C12,,,CHEMBL1135388,J Med Chem,2002,,CHEMBL2115461,,CHEMBL2115461,,0,http://www.openphacts.org/units/Nanomolar,86301,>,1,1,>,,IC50,nM,,100000.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,100.0
,,381616,[],CHEMBL767341,Inhibition of Human cytomegalo virus(HCMV) protease activity measured by HPLC assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)OCC(=O)N1C(=O)[C@@H](C)C2[C@@H]1CCN2C(=O)OCc1ccccc1,,,CHEMBL1135388,J Med Chem,2002,"{'bei': '13.95', 'le': '0.26', 'lle': '3.89', 'sei': '5.60'}",CHEMBL51361,,CHEMBL51361,5.22,0,http://www.openphacts.org/units/Nanomolar,86337,=,1,1,=,,IC50,nM,,6000.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,6.0
,,383193,[],CHEMBL767340,Concentration required for inhibition of human cytomegalo virus (HCMV) protease activity.,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H]1C(=O)N(C(=O)C2[C@@H](C)[C@H]2C)[C@H]2CCN(C(=O)OCc3ccccc3)C12,,,CHEMBL1135388,J Med Chem,2002,"{'bei': '11.18', 'le': '0.21', 'lle': '1.47', 'sei': '6.19'}",CHEMBL2115030,,CHEMBL2115030,4.14,0,http://www.openphacts.org/units/Nanomolar,86302,=,1,1,=,,IC50,nM,,72000.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,72.0
,,383194,[],CHEMBL767340,Concentration required for inhibition of human cytomegalo virus (HCMV) protease activity.,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N1C(=O)[C@@H](C)C2[C@@H]1CCN2S(=O)(=O)CCc1ccccc1,,,CHEMBL1135388,J Med Chem,2002,"{'bei': '12.40', 'le': '0.25', 'lle': '3.32', 'sei': '5.81'}",CHEMBL50095,,CHEMBL50095,4.35,0,http://www.openphacts.org/units/Nanomolar,86314,=,1,1,=,,IC50,nM,,45000.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,45.0
,,387549,[],CHEMBL767340,Concentration required for inhibition of human cytomegalo virus (HCMV) protease activity.,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H]1C(=O)N(C(=O)C2Cc3ccccc32)[C@H]2CCN(C(=O)OCc3ccccc3)C12,,,CHEMBL1135388,J Med Chem,2002,"{'bei': '12.21', 'le': '0.22', 'lle': '1.83', 'sei': '7.38'}",CHEMBL295494,,CHEMBL295494,4.94,0,http://www.openphacts.org/units/Nanomolar,86305,=,1,1,=,,IC50,nM,,11500.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,11.5
,,389074,[],CHEMBL767340,Concentration required for inhibition of human cytomegalo virus (HCMV) protease activity.,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H]1C(=O)N(C(=O)C2CC2)[C@@H]2CCN(C(=O)CN(C)S(=O)(=O)c3cccc4c(N(C)C)cccc34)[C@H]21,,,CHEMBL1135388,J Med Chem,2002,,CHEMBL299204,,CHEMBL299204,,0,http://www.openphacts.org/units/Nanomolar,86331,>,1,1,>,,IC50,nM,,100000.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,100.0
,,390397,[],CHEMBL767341,Inhibition of Human cytomegalo virus(HCMV) protease activity measured by HPLC assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N1C(=O)[C@@H](C)C2[C@@H]1CCN2C(=O)C(=O)c1cccn1C,,,CHEMBL1135388,J Med Chem,2002,"{'bei': '16.70', 'le': '0.31', 'lle': '5.10', 'sei': '6.65'}",CHEMBL298178,,CHEMBL298178,5.30,0,http://www.openphacts.org/units/Nanomolar,86323,=,1,1,=,,IC50,nM,,5000.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,5.0
,,513440,[],CHEMBL766328,Inhibitory activity against human cytomegalovirus (HCMV) protease,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H](NC(=O)N1C(=O)CC1SCc1ccc(CC(=O)OC(C)(C)C)cc1)c1ccccc1,,,CHEMBL1130829,Bioorg Med Chem Lett,1998,"{'bei': '9.07', 'le': '0.18', 'lle': '-0.71', 'sei': '5.45'}",CHEMBL288793,,CHEMBL288793,4.12,0,http://www.openphacts.org/units/Nanomolar,50667,=,1,1,=,,IC50,nM,,75000.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,75.0
,,513445,[],CHEMBL766328,Inhibitory activity against human cytomegalovirus (HCMV) protease,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@@H](NC(=O)N1C(=O)CC1SCc1ccccn1)c1ccccc1,,,CHEMBL1130829,Bioorg Med Chem Lett,1998,"{'bei': '16.66', 'le': '0.32', 'lle': '2.19', 'sei': '9.50'}",CHEMBL35797,,CHEMBL35797,5.92,0,http://www.openphacts.org/units/Nanomolar,50666,=,1,1,=,,IC50,nM,,1200.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,1.2
,,514838,[],CHEMBL766328,Inhibitory activity against human cytomegalovirus (HCMV) protease,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H](NC(=O)N1C(=O)CC1SCCc1ccccc1)c1ccccc1,,,CHEMBL1130829,Bioorg Med Chem Lett,1998,"{'bei': '14.63', 'le': '0.28', 'lle': '1.20', 'sei': '10.50'}",CHEMBL286322,,CHEMBL286322,5.19,0,http://www.openphacts.org/units/Nanomolar,50672,=,1,1,=,,IC50,nM,,6500.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,6.5
,,517270,[],CHEMBL766328,Inhibitory activity against human cytomegalovirus (HCMV) protease,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H](NC(=O)N1C(=O)CC1SCc1ccncc1)c1ccccc1,,,CHEMBL1130829,Bioorg Med Chem Lett,1998,"{'bei': '16.63', 'le': '0.32', 'lle': '2.34', 'sei': '9.11'}",CHEMBL32559,,CHEMBL32559,5.68,0,http://www.openphacts.org/units/Nanomolar,50671,=,1,1,=,,IC50,nM,,2100.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,2.1
,,518606,[],CHEMBL766328,Inhibitory activity against human cytomegalovirus (HCMV) protease,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H](NC(=O)N1C(=O)CC1Sc1ccccc1)c1ccccc1,,,CHEMBL1130829,Bioorg Med Chem Lett,1998,"{'bei': '17.53', 'le': '0.34', 'lle': '1.91', 'sei': '11.58'}",CHEMBL32486,,CHEMBL32486,5.72,0,http://www.openphacts.org/units/Nanomolar,50677,=,1,1,=,,IC50,nM,,1900.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,1.9
,,519904,[],CHEMBL766328,Inhibitory activity against human cytomegalovirus (HCMV) protease,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@@H](COC1CC(=O)N1C(=O)NCc1ccccc1)NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C,,,CHEMBL1130829,Bioorg Med Chem Lett,1998,"{'bei': '11.05', 'le': '0.21', 'lle': '1.95', 'sei': '4.67'}",CHEMBL263736,,CHEMBL263736,5.89,0,http://www.openphacts.org/units/Nanomolar,50679,=,1,1,=,,IC50,nM,,1300.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,1.3
,,525117,[],CHEMBL766328,Inhibitory activity against human cytomegalovirus (HCMV) protease,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@@H](COC1CC(=O)N1C(=O)N[C@H](C)c1ccccc1)NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C,,,CHEMBL1130829,Bioorg Med Chem Lett,1998,"{'bei': '10.71', 'le': '0.20', 'lle': '1.35', 'sei': '4.64'}",CHEMBL285920,,CHEMBL285920,5.85,0,http://www.openphacts.org/units/Nanomolar,50673,=,1,1,=,,IC50,nM,,1400.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,1.4
,,526367,[],CHEMBL766328,Inhibitory activity against human cytomegalovirus (HCMV) protease,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H](NC(=O)N1C(=O)CC1SCc1ccccn1)c1ccccc1,,,CHEMBL1130829,Bioorg Med Chem Lett,1998,"{'bei': '16.41', 'le': '0.32', 'lle': '2.26', 'sei': '8.99'}",CHEMBL287467,,CHEMBL287467,5.60,0,http://www.openphacts.org/units/Nanomolar,50669,=,1,1,=,,IC50,nM,,2500.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,2.5
,,526372,[],CHEMBL766328,Inhibitory activity against human cytomegalovirus (HCMV) protease,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H](NC(=O)N1C(=O)CC1SCC(=O)c1ccccc1)c1ccccc1,,,CHEMBL1130829,Bioorg Med Chem Lett,1998,"{'bei': '16.28', 'le': '0.32', 'lle': '2.37', 'sei': '9.03'}",CHEMBL433040,,CHEMBL433040,6.00,0,http://www.openphacts.org/units/Nanomolar,50668,=,1,1,=,,IC50,nM,,1000.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,1.0
,,526377,[],CHEMBL766328,Inhibitory activity against human cytomegalovirus (HCMV) protease,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1CC(SCc2ccccn2)N1C(=O)N[C@H](CO)c1ccccc1,,,CHEMBL1130829,Bioorg Med Chem Lett,1998,"{'bei': '15.23', 'le': '0.30', 'lle': '3.12', 'sei': '6.60'}",CHEMBL36353,,CHEMBL36353,5.44,0,http://www.openphacts.org/units/Nanomolar,50664,=,1,1,=,,IC50,nM,,3600.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,3.6
,,529253,[],CHEMBL766328,Inhibitory activity against human cytomegalovirus (HCMV) protease,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1CC(SCc2ccccn2)N1C(=O)NCCOCc1ccccc1,,,CHEMBL1130829,Bioorg Med Chem Lett,1998,"{'bei': '13.98', 'le': '0.27', 'lle': '2.39', 'sei': '7.26'}",CHEMBL36010,,CHEMBL36010,5.19,0,http://www.openphacts.org/units/Nanomolar,50665,=,1,1,=,,IC50,nM,,6400.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,6.4
,,530537,[],CHEMBL766328,Inhibitory activity against human cytomegalovirus (HCMV) protease,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@@H](COC1CC(=O)N1)NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1130829,Bioorg Med Chem Lett,1998,,CHEMBL32936,,CHEMBL32936,,0,http://www.openphacts.org/units/Nanomolar,50662,>,1,1,>,,IC50,nM,,300000.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,300.0
,,541003,[],CHEMBL766328,Inhibitory activity against human cytomegalovirus (HCMV) protease,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@@H](CSC1CC(=O)N1C(=O)NCc1ccccc1)NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C,,,CHEMBL1130829,Bioorg Med Chem Lett,1998,"{'bei': '11.66', 'le': '0.23', 'lle': '1.74', 'sei': '5.48'}",CHEMBL35762,,CHEMBL35762,6.40,0,http://www.openphacts.org/units/Nanomolar,50674,=,1,1,=,,IC50,nM,,400.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,0.4
,,542409,[],CHEMBL766328,Inhibitory activity against human cytomegalovirus (HCMV) protease,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@H](NC(=O)N1C(=O)CC1SC[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)CC(C)(C)C)C(C)(C)C)c1ccccc1,,,CHEMBL1130829,Bioorg Med Chem Lett,1998,"{'bei': '12.45', 'le': '0.24', 'lle': '1.51', 'sei': '6.65'}",CHEMBL35353,,CHEMBL35353,7.16,0,http://www.openphacts.org/units/Nanomolar,50675,=,1,1,=,,IC50,nM,,70.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,0.07
,,542414,[],CHEMBL766328,Inhibitory activity against human cytomegalovirus (HCMV) protease,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H](NC(=O)N1C(=O)CC1SCc1ccccc1)c1ccccc1,,,CHEMBL1130829,Bioorg Med Chem Lett,1998,"{'bei': '16.51', 'le': '0.32', 'lle': '1.67', 'sei': '11.37'}",CHEMBL32918,,CHEMBL32918,5.62,0,http://www.openphacts.org/units/Nanomolar,50676,=,1,1,=,,IC50,nM,,2400.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,2.4
,,548931,[],CHEMBL766328,Inhibitory activity against human cytomegalovirus (HCMV) protease,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@@H](COC1CC(=O)N1C(=O)N[C@@H](C)c1ccccc1)NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C,,,CHEMBL1130829,Bioorg Med Chem Lett,1998,"{'bei': '11.93', 'le': '0.23', 'lle': '2.02', 'sei': '5.17'}",CHEMBL32166,,CHEMBL32166,6.52,0,http://www.openphacts.org/units/Nanomolar,50678,=,1,1,=,,IC50,nM,,300.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,0.3
,,549857,[],CHEMBL766328,Inhibitory activity against human cytomegalovirus (HCMV) protease,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H](NC(=O)N1C(=O)CC1SCc1cccnc1)c1ccccc1,,,CHEMBL1130829,Bioorg Med Chem Lett,1998,"{'bei': '16.69', 'le': '0.32', 'lle': '2.36', 'sei': '9.15'}",CHEMBL32171,,CHEMBL32171,5.70,0,http://www.openphacts.org/units/Nanomolar,50670,=,1,1,=,,IC50,nM,,2000.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,2.0
,,554823,[],CHEMBL658391,Inhibitory activity against cytomegalovirus protease (CMV),F,,,BAO_0000190,BAO_0000019,assay format,Cc1csc2nc([C@H](C)NC(=O)/C=C/C(=O)c3cccs3)oc(=O)c12,,,CHEMBL1132681,Bioorg Med Chem Lett,1999,,CHEMBL335147,,CHEMBL335147,7.54,0,http://www.openphacts.org/units/Nanomolar,270225,=,1,1,=,,IC50,nM,,29.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,0.029
